who,overlap,years,color
Algeria,France,1,#333333
Algeria,Syria,1,#333333
Argentina,USA,1,#333333
Argentina,Peru,1,#333333
Argentina,Iran,1,#333333
Argentina,Syria,1,#333333
Argentina,Mexico,2,#333333
Argentina,Australia,1,#333333
Argentina,Uruguay,1,#333333
Argentina,Brazil,1,#333333
Argentina,Chile,1,#333333
Argentina,Paraguay,1,#333333
Australia,Philippines,8,#333333
Australia,Thailand,1,#333333
Australia,Denmark,3,#333333
Australia,England,6,#333333
Australia,China,6,#333333
Australia,Colombia,3,#333333
Australia,USA,13,#333333
Australia,India,11,#333333
Australia,Turkey,3,#333333
Australia,Uzbekistan,1,#333333
Australia,Mexico,13,#333333
Australia,Nepal,2,#333333
Australia,Italy,3,#333333
Australia,Uganda,3,#333333
Australia,Indonesia,2,#333333
Australia,Singapore,1,#333333
Australia,Laos,5,#333333
Australia,Canada,5,#333333
Australia,Sri Lanka,2,#333333
Australia,Kenya,5,#333333
Australia,Bangladesh,1,#333333
Australia,Netherlands,3,#333333
Australia,Sweden,1,#333333
Australia,Chile,1,#333333
Australia,Germany,1,#333333
Australia,France,3,#333333
Australia,Malaysia,3,#333333
Australia,South Africa,1,#333333
Australia,South Korea,3,#333333
Australia,New Zealand,1,#333333
Australia,Brazil,2,#333333
Australia,Austria,1,#333333
Australia,Ukraine,1,#333333
Australia,Argentina,1,#333333
Australia,Ghana,1,#333333
Australia,Belgium,2,#333333
Australia,Myanmar,1,#333333
Australia,Hungary,1,#333333
Australia,Russia,1,#333333
Australia,Mongol Peo Rep,1,#333333
Australia,Uruguay,1,#333333
Austria,Uganda,1,#333333
Austria,Kenya,2,#333333
Austria,Ethiopia,2,#333333
Austria,Syria,1,#333333
Austria,Brazil,1,#333333
Austria,England,1,#333333
Austria,France,1,#333333
Austria,Ukraine,1,#333333
Austria,USA,2,#333333
Austria,Philippines,1,#333333
Austria,Australia,1,#333333
Austria,Germany,1,#333333
Austria,Colombia,1,#333333
Austria,Sweden,1,#333333
Austria,Nigeria,2,#333333
Austria,China,1,#333333
Azerbaijan,Sri Lanka,1,#333333
Bangladesh,India,2,#333333
Bangladesh,Philippines,3,#333333
Bangladesh,England,1,#333333
Bangladesh,Uganda,1,#333333
Bangladesh,Zambia,1,#333333
Bangladesh,Kenya,2,#333333
Bangladesh,Nigeria,1,#333333
Bangladesh,Benin,1,#333333
Bangladesh,Ghana,1,#333333
Bangladesh,Portugal,1,#333333
Bangladesh,North Ireland,1,#333333
Bangladesh,Indonesia,2,#333333
Bangladesh,Australia,1,#333333
Bangladesh,Netherlands,2,#333333
Bangladesh,Mexico,1,#333333
Bangladesh,Iran,1,#333333
Bangladesh,Egypt,1,#333333
Bangladesh,Sudan,1,#333333
Bangladesh,Syria,1,#333333
Bangladesh,Wales,1,#333333
Bangladesh,Ireland,1,#333333
Bangladesh,USA,2,#333333
Bangladesh,Scotland,1,#333333
Bangladesh,Cambodia,1,#333333
Bangladesh,Tanzania,1,#333333
Bangladesh,Senegal,1,#333333
Belgium,Senegal,2,#333333
Belgium,Cameroon,5,#333333
Belgium,Congo,1,#333333
Belgium,Czech Republic,1,#333333
Belgium,Kenya,6,#333333
Belgium,Switzerland,1,#333333
Belgium,Benin,3,#333333
Belgium,Burkina Faso,1,#333333
Belgium,Ethiopia,4,#333333
Belgium,USA,3,#333333
Belgium,Scotland,1,#333333
Belgium,Italy,1,#333333
Belgium,Netherlands,2,#333333
Belgium,Luxembourg,1,#333333
Belgium,France,1,#333333
Belgium,Japan,1,#333333
Belgium,Philippines,3,#333333
Belgium,Mexico,1,#333333
Belgium,Indonesia,1,#333333
Belgium,Germany,2,#333333
Belgium,Laos,1,#333333
Belgium,Australia,2,#333333
Belgium,Myanmar,1,#333333
Belgium,Tanzania,1,#333333
Belgium,Vietnam,1,#333333
Belgium,Russia,1,#333333
Belgium,England,1,#333333
Belgium,Uganda,2,#333333
Belgium,Denmark,1,#333333
Belgium,Zaire,1,#333333
Benin,England,4,#333333
Benin,Uganda,1,#333333
Benin,Zambia,1,#333333
Benin,Kenya,2,#333333
Benin,Nigeria,3,#333333
Benin,Ghana,3,#333333
Benin,Portugal,2,#333333
Benin,Bangladesh,1,#333333
Benin,North Ireland,1,#333333
Benin,Colombia,1,#333333
Benin,France,4,#333333
Benin,Senegal,3,#333333
Benin,Tunisia,1,#333333
Benin,Italy,1,#333333
Benin,Mali,2,#333333
Benin,Belgium,3,#333333
Benin,Burkina Faso,1,#333333
Benin,Japan,2,#333333
Benin,Netherlands,6,#333333
Benin,Brazil,1,#333333
Benin,Philippines,1,#333333
Benin,USA,2,#333333
Benin,Germany,3,#333333
Benin,Canada,1,#333333
Benin,Chad,1,#333333
Benin,Gambia,1,#333333
Benin,Togo,2,#333333
Benin,Niger,1,#333333
Benin,Tanzania,1,#333333
Benin,Morocco,1,#333333
Brazil,Mexico,3,#333333
Brazil,Kenya,1,#333333
Brazil,Germany,1,#333333
Brazil,Indonesia,1,#333333
Brazil,USA,5,#333333
Brazil,Peru,1,#333333
Brazil,Colombia,2,#333333
Brazil,India,2,#333333
Brazil,Benin,1,#333333
Brazil,Netherlands,1,#333333
Brazil,England,1,#333333
Brazil,France,1,#333333
Brazil,Austria,1,#333333
Brazil,Ukraine,1,#333333
Brazil,Philippines,1,#333333
Brazil,Australia,2,#333333
Brazil,Mali,1,#333333
Brazil,Uruguay,1,#333333
Brazil,Argentina,1,#333333
Brazil,Chile,1,#333333
Brazil,Paraguay,1,#333333
Burkina Faso,Indonesia,2,#333333
Burkina Faso,Belgium,1,#333333
Burkina Faso,Benin,1,#333333
Burkina Faso,Mali,3,#333333
Burkina Faso,Sweden,1,#333333
Burkina Faso,Wales,1,#333333
Burkina Faso,Kenya,3,#333333
Burkina Faso,USA,1,#333333
Burkina Faso,St Kitts & Nevi,1,#333333
Burkina Faso,Zambia,1,#333333
Burkina Faso,South Africa,1,#333333
Burkina Faso,Sri Lanka,1,#333333
Burkina Faso,Thailand,2,#333333
Burkina Faso,France,1,#333333
Burkina Faso,Cameroon,1,#333333
Burkina Faso,Niger,1,#333333
Burkina Faso,Senegal,1,#333333
Cambodia,Malaysia,1,#333333
Cambodia,Sweden,1,#333333
Cambodia,Italy,1,#333333
Cambodia,India,1,#333333
Cambodia,Thailand,2,#333333
Cambodia,Scotland,2,#333333
Cambodia,Philippines,2,#333333
Cambodia,USA,1,#333333
Cambodia,Bangladesh,1,#333333
Cameroon,France,4,#333333
Cameroon,Indonesia,3,#333333
Cameroon,Belgium,5,#333333
Cameroon,Congo,1,#333333
Cameroon,Netherlands,2,#333333
Cameroon,Canada,1,#333333
Cameroon,Kenya,2,#333333
Cameroon,Guadeloupe,1,#333333
Cameroon,Italy,1,#333333
Cameroon,Nigeria,2,#333333
Cameroon,Switzerland,2,#333333
Cameroon,Ethiopia,1,#333333
Cameroon,Burkina Faso,1,#333333
Cameroon,Vietnam,1,#333333
Cameroon,Russia,1,#333333
Cameroon,USA,1,#333333
Cameroon,Zaire,1,#333333
Canada,Syria,1,#333333
Canada,England,4,#333333
Canada,Malawi,1,#333333
Canada,Laos,1,#333333
Canada,Australia,5,#333333
Canada,Sri Lanka,2,#333333
Canada,India,1,#333333
Canada,Cameroon,1,#333333
Canada,Netherlands,1,#333333
Canada,Kenya,3,#333333
Canada,USA,7,#333333
Canada,Ethiopia,1,#333333
Canada,Mexico,2,#333333
Canada,China,3,#333333
Canada,South Korea,1,#333333
Canada,New Zealand,1,#333333
Canada,Benin,1,#333333
Canada,Chad,1,#333333
Canada,Vietnam,2,#333333
Canada,Denmark,1,#333333
Canada,Switzerland,1,#333333
Canada,Philippines,2,#333333
Canada,Peru,1,#333333
Canada,Malaysia,2,#333333
Canada,Colombia,1,#333333
Canada,France,1,#333333
Chad,Canada,1,#333333
Chad,Benin,1,#333333
Chile,USA,1,#333333
Chile,Sweden,1,#333333
Chile,India,1,#333333
Chile,Mexico,2,#333333
Chile,Denmark,1,#333333
Chile,Germany,1,#333333
Chile,France,1,#333333
Chile,Italy,1,#333333
Chile,Australia,1,#333333
Chile,Malaysia,1,#333333
Chile,South Africa,1,#333333
Chile,Netherlands,1,#333333
Chile,Uruguay,1,#333333
Chile,Argentina,1,#333333
Chile,Brazil,1,#333333
Chile,Paraguay,1,#333333
China,Peru,4,#333333
China,India,2,#333333
China,Kenya,8,#333333
China,Australia,6,#333333
China,USA,17,#333333
China,Uganda,1,#333333
China,Philippines,19,#333333
China,Syria,1,#333333
China,South Africa,3,#333333
China,Netherlands,1,#333333
China,Tanzania,1,#333333
China,England,3,#333333
China,Mexico,9,#333333
China,Nigeria,1,#333333
China,South Korea,3,#333333
China,Canada,3,#333333
China,New Zealand,1,#333333
China,Ethiopia,1,#333333
China,Sri Lanka,1,#333333
China,Colombia,2,#333333
China,Ecuador,1,#333333
China,Nepal,1,#333333
China,Italy,1,#333333
China,Japan,1,#333333
China,Norway,1,#333333
