who,overlap,years,color
Argentina,England,1,#333333
Argentina,Mexico,2,#333333
Argentina,Chile,1,#333333
Argentina,USA,1,#333333
Australia,Philippines,33,#333333
Australia,Vietnam,3,#333333
Australia,New Zealand,3,#333333
Australia,Tunisia,1,#333333
Australia,Sudan,1,#333333
Australia,France,4,#333333
Australia,South Africa,3,#333333
Australia,USA,22,#333333
Australia,Bangladesh,3,#333333
Australia,Netherlands,2,#333333
Australia,England,12,#333333
Australia,Germany,5,#333333
Australia,Indonesia,11,#333333
Australia,Mexico,12,#333333
Australia,India,10,#333333
Australia,China,13,#333333
Australia,Uganda,3,#333333
Australia,Kenya,16,#333333
Australia,Belgium,3,#333333
Australia,Burkina Faso,2,#333333
Australia,Japan,5,#333333
Australia,Scotland,1,#333333
Australia,Canada,3,#333333
Australia,Turkey,3,#333333
Australia,Sri Lanka,4,#333333
Australia,Pakistan,1,#333333
Australia,Brazil,2,#333333
Australia,Tanzania,4,#333333
Australia,Benin,1,#333333
Australia,Syria,4,#333333
Australia,Italy,1,#333333
Australia,Egypt,2,#333333
Australia,Peru,2,#333333
Australia,Costa Rica,1,#333333
Australia,Denmark,2,#333333
Australia,Colombia,2,#333333
Australia,Nepal,3,#333333
Australia,Laos,2,#333333
Australia,Botswana,1,#333333
Australia,Cambodia,1,#333333
Australia,Norway,2,#333333
Australia,Mali,1,#333333
Australia,South Korea,1,#333333
Australia,Morocco,1,#333333
Australia,Austria,1,#333333
Australia,Niger,1,#333333
Austria,Ethiopia,3,#333333
Austria,India,1,#333333
Austria,USA,3,#333333
Austria,Kenya,2,#333333
Austria,Canada,1,#333333
Austria,Australia,1,#333333
Austria,China,1,#333333
Austria,Italy,1,#333333
Austria,England,1,#333333
Azerbaijan,Turkey,1,#333333
Azerbaijan,Germany,1,#333333
Azerbaijan,Uzbekistan,1,#333333
Bangladesh,Philippines,6,#333333
Bangladesh,USA,11,#333333
Bangladesh,South Korea,1,#333333
Bangladesh,Ethiopia,2,#333333
Bangladesh,Australia,3,#333333
Bangladesh,Taiwan,1,#333333
Bangladesh,Canada,1,#333333
Bangladesh,Indonesia,1,#333333
Bangladesh,Italy,1,#333333
Bangladesh,England,2,#333333
Bangladesh,India,5,#333333
Bangladesh,Nepal,2,#333333
Bangladesh,Kenya,1,#333333
Bangladesh,Tanzania,1,#333333
Bangladesh,Zimbabwe,1,#333333
Bangladesh,Mexico,2,#333333
Bangladesh,Pakistan,1,#333333
Bangladesh,China,1,#333333
Bangladesh,Japan,1,#333333
Bangladesh,Colombia,1,#333333
Bangladesh,Netherlands,1,#333333
Bangladesh,Scotland,1,#333333
Bangladesh,Brazil,1,#333333
Bangladesh,Chile,1,#333333
Bangladesh,U Arab Emirates,1,#333333
Belgium,Philippines,5,#333333
Belgium,England,6,#333333
Belgium,Portugal,2,#333333
Belgium,Norway,2,#333333
Belgium,Peru,1,#333333
Belgium,Tanzania,4,#333333
Belgium,Turkey,4,#333333
Belgium,France,7,#333333
Belgium,Niger,2,#333333
Belgium,Spain,3,#333333
Belgium,Ethiopia,3,#333333
Belgium,Uganda,4,#333333
Belgium,Syria,3,#333333
Belgium,Lebanon,1,#333333
Belgium,Burkina Faso,1,#333333
Belgium,Australia,3,#333333
Belgium,USA,7,#333333
Belgium,Kenya,3,#333333
Belgium,Germany,2,#333333
Belgium,Senegal,1,#333333
Belgium,Denmark,1,#333333
Belgium,Ghana,1,#333333
Belgium,Morocco,3,#333333
Belgium,Czech Republic,3,#333333
Belgium,Vietnam,1,#333333
Belgium,South Africa,1,#333333
Belgium,Mexico,1,#333333
Belgium,India,1,#333333
Belgium,Cameroon,1,#333333
Belgium,Switzerland,1,#333333
Belgium,Benin,1,#333333
Belgium,Nigeria,1,#333333
Belgium,Netherlands,1,#333333
Belgium,Sri Lanka,1,#333333
Belgium,Colombia,1,#333333
Belgium,Tunisia,1,#333333
Belgium,Indonesia,1,#333333
Benin,Netherlands,6,#333333
Benin,Burundi,1,#333333
Benin,Tanzania,6,#333333
Benin,Guadeloupe,1,#333333
Benin,France,8,#333333
Benin,Canada,1,#333333
Benin,USA,4,#333333
Benin,Japan,2,#333333
Benin,Ghana,1,#333333
Benin,Singapore,1,#333333
Benin,Ethiopia,1,#333333
Benin,Germany,2,#333333
Benin,South Africa,1,#333333
Benin,Burkina Faso,3,#333333
Benin,Senegal,6,#333333
Benin,Australia,1,#333333
Benin,Denmark,3,#333333
Benin,Nigeria,5,#333333
Benin,Kenya,1,#333333
Benin,Belgium,1,#333333
Benin,England,1,#333333
Benin,Cameroon,1,#333333
Benin,Cote Ivoire,1,#333333
Bolivia,Netherlands,1,#333333
Bolivia,Egypt,1,#333333
Bolivia,Ireland,1,#333333
Bolivia,Ecuador,1,#333333
Bolivia,Peru,2,#333333
Bolivia,Norway,1,#333333
Bolivia,Brazil,1,#333333
Bolivia,Indonesia,1,#333333
Bolivia,Cameroon,1,#333333
Bolivia,France,1,#333333
Botswana,Australia,1,#333333
Brazil,Germany,1,#333333
Brazil,Indonesia,5,#333333
Brazil,USA,7,#333333
Brazil,Peru,3,#333333
Brazil,Norway,1,#333333
Brazil,Cameroon,1,#333333
Brazil,France,2,#333333
Brazil,Bolivia,1,#333333
Brazil,Kenya,5,#333333
Brazil,Australia,2,#333333
Brazil,New Zealand,1,#333333
Brazil,England,3,#333333
Brazil,India,2,#333333
Brazil,Colombia,2,#333333
Brazil,Burkina Faso,1,#333333
Brazil,Netherlands,3,#333333
Brazil,Japan,1,#333333
Brazil,Zimbabwe,1,#333333
Brazil,Ethiopia,1,#333333
Brazil,Mali,1,#333333
Brazil,Scotland,1,#333333
Brazil,Philippines,1,#333333
Brazil,Bangladesh,1,#333333
Brazil,Tanzania,1,#333333
Burkina Faso,Niger,1,#333333
Burkina Faso,France,5,#333333
Burkina Faso,Indonesia,4,#333333
Burkina Faso,Denmark,1,#333333
Burkina Faso,Mali,1,#333333
Burkina Faso,Belgium,1,#333333
Burkina Faso,Australia,2,#333333
Burkina Faso,USA,3,#333333
Burkina Faso,Colombia,3,#333333
Burkina Faso,Brazil,1,#333333
Burkina Faso,Netherlands,2,#333333
Burkina Faso,Benin,3,#333333
Burkina Faso,South Africa,1,#333333
Burkina Faso,Japan,1,#333333
Burkina Faso,Tanzania,2,#333333
Burkina Faso,Nigeria,1,#333333
Burkina Faso,Finland,2,#333333
Burkina Faso,Kenya,1,#333333
Burkina Faso,Switzerland,1,#333333
Burundi,Netherlands,3,#333333
Burundi,Tanzania,2,#333333
Burundi,Benin,1,#333333
Burundi,Philippines,1,#333333
Burundi,Italy,1,#333333
Burundi,Cote Ivoire,1,#333333
Cambodia,Australia,1,#333333
Cambodia,Philippines,1,#333333
Cameroon,Netherlands,2,#333333
Cameroon,France,6,#333333
Cameroon,Dem Rep Congo,1,#333333
Cameroon,Peru,1,#333333
Cameroon,Norway,1,#333333
Cameroon,Brazil,1,#333333
Cameroon,Indonesia,1,#333333
Cameroon,Bolivia,1,#333333
Cameroon,Switzerland,3,#333333
Cameroon,Kenya,1,#333333
Cameroon,Congo,1,#333333
Cameroon,Nigeria,1,#333333
Cameroon,Belgium,1,#333333
Cameroon,Germany,1,#333333
Cameroon,Czech Republic,1,#333333
Cameroon,Vietnam,1,#333333
Cameroon,Benin,1,#333333
Canada,Benin,1,#333333
Canada,USA,7,#333333
Canada,Australia,3,#333333
Canada,Philippines,4,#333333
Canada,Sri Lanka,2,#333333
Canada,Bangladesh,1,#333333
Canada,Mexico,4,#333333
Canada,Ethiopia,1,#333333
Canada,Kenya,6,#333333
Canada,Spain,1,#333333
Canada,Switzerland,2,#333333
Canada,Tanzania,2,#333333
Canada,Indonesia,1,#333333
Canada,Wales,1,#333333
Canada,France,2,#333333
Canada,Italy,2,#333333
Canada,Germany,1,#333333
Canada,Costa Rica,1,#333333
Canada,Finland,1,#333333
Canada,Jordan,1,#333333
Canada,Vietnam,1,#333333
Canada,Austria,1,#333333
Canada,China,2,#333333
Canada,England,1,#333333
Canada,Denmark,1,#333333
Canada,Netherlands,1,#333333
Canada,Colombia,1,#333333
Canada,India,1,#333333
Chile,England,2,#333333
Chile,Mexico,1,#333333
Chile,Argentina,1,#333333
Chile,India,1,#333333
Chile,USA,2,#333333
Chile,Colombia,1,#333333
Chile,Bangladesh,1,#333333
China,USA,20,#333333
China,South Korea,1,#333333
China,Indonesia,3,#333333
China,Philippines,24,#333333
China,England,3,#333333
China,Vietnam,3,#333333
China,Mexico,14,#333333
China,Australia,13,#333333
China,Thailand,2,#333333
China,Pakistan,5,#333333
China,France,4,#333333
China,Kenya,5,#333333
China,Israel,1,#333333
China,Japan,1,#333333
China,New Zealand,1,#333333
China,Germany,4,#333333
China,Peru,1,#333333
China,India,3,#333333
China,Bangladesh,1,#333333
China,Nepal,1,#333333
China,Norway,2,#333333
China,Laos,1,#333333
China,South Africa,1,#333333
China,Austria,1,#333333
China,Canada,2,#333333
China,Ghana,1,#333333
Colombia,USA,16,#333333
Colombia,Peru,2,#333333
Colombia,Thailand,1,#333333
Colombia,Kenya,3,#333333
Colombia,Japan,2,#333333
Colombia,Mexico,1,#333333
Colombia,Philippines,5,#333333
Colombia,France,9,#333333
Colombia,Vietnam,1,#333333
Colombia,Germany,1,#333333
Colombia,Nicaragua,1,#333333
Colombia,England,5,#333333
