who,overlap,years,color
Argentina,Peru,1,#333333
Australia,Netherlands,1,#333333
Australia,Kenya,3,#333333
Australia,Scotland,1,#333333
Australia,Germany,1,#333333
Australia,Philippines,7,#333333
Australia,Cambodia,2,#333333
Australia,Mexico,4,#333333
Australia,Nepal,1,#333333
Australia,USA,1,#333333
Australia,Egypt,1,#333333
Australia,Kazakhstan,1,#333333
Australia,England,1,#333333
Australia,Canada,1,#333333
Australia,Ethiopia,1,#333333
Bangladesh,Pakistan,1,#333333
Bangladesh,Indonesia,1,#333333
Bangladesh,India,1,#333333
Bangladesh,China,1,#333333
Bangladesh,Malaysia,1,#333333
Bangladesh,Vietnam,1,#333333
Bangladesh,Philippines,1,#333333
Belgium,England,2,#333333
Belgium,Benin,2,#333333
Belgium,Cote Ivoire,1,#333333
Belgium,Togo,1,#333333
Belgium,Nigeria,1,#333333
Belgium,Kenya,1,#333333
Belgium,Peru,1,#333333
Belgium,Bolivia,1,#333333
Benin,England,1,#333333
Benin,Cote Ivoire,1,#333333
Benin,Togo,1,#333333
Benin,Belgium,2,#333333
Benin,Nigeria,1,#333333
Benin,Kenya,1,#333333
Benin,France,1,#333333
Bhutan,Switzerland,1,#333333
Bhutan,Philippines,1,#333333
Bolivia,Scotland,1,#333333
Bolivia,Kenya,1,#333333
Bolivia,Belgium,1,#333333
Bolivia,Peru,1,#333333
Brazil,Germany,4,#333333
Brazil,Honduras,2,#333333
Brazil,Colombia,3,#333333
Brazil,Scotland,1,#333333
Brazil,Kenya,1,#333333
Cambodia,Australia,2,#333333
Cambodia,Philippines,2,#333333
Cameroon,England,2,#333333
Cameroon,Indonesia,1,#333333
Cameroon,USA,1,#333333
Canada,Syria,1,#333333
Canada,Philippines,2,#333333
Canada,Kenya,3,#333333
Canada,Ethiopia,1,#333333
Canada,Australia,1,#333333
Canada,Scotland,1,#333333
Canada,Switzerland,1,#333333
Canada,USA,1,#333333
Canada,Mexico,1,#333333
Chile,USA,1,#333333
China,Philippines,15,#333333
China,Vietnam,2,#333333
China,India,3,#333333
China,USA,2,#333333
China,Kenya,1,#333333
China,Sri Lanka,1,#333333
China,Laos,1,#333333
China,Pakistan,1,#333333
China,Indonesia,1,#333333
China,Bangladesh,1,#333333
China,Malaysia,1,#333333
China,Italy,1,#333333
China,Germany,5,#333333
China,Scotland,1,#333333
Colombia,Nigeria,1,#333333
Colombia,Netherlands,2,#333333
Colombia,Germany,2,#333333
Colombia,Brazil,3,#333333
Colombia,Spain,1,#333333
Colombia,France,2,#333333
Colombia,Kenya,1,#333333
