who,overlap,years,color
Argentina,India,2,#333333
Argentina,England,2,#333333
Argentina,France,1,#333333
Argentina,Germany,1,#333333
Argentina,USA,2,#333333
Argentina,Mexico,1,#333333
Argentina,Australia,2,#333333
Argentina,Switzerland,1,#333333
Argentina,Bolivia,1,#333333
Argentina,Sri Lanka,1,#333333
Argentina,Trinid & Tobago,1,#333333
Argentina,Denmark,1,#333333
Australia,Mexico,5,#333333
Australia,Netherlands,2,#333333
Australia,Zimbabwe,1,#333333
Australia,Syria,1,#333333
Australia,Sri Lanka,2,#333333
Australia,Vietnam,1,#333333
Australia,Colombia,5,#333333
Australia,England,5,#333333
Australia,USA,4,#333333
Australia,Austria,2,#333333
Australia,India,2,#333333
Australia,France,1,#333333
Australia,Germany,1,#333333
Australia,Argentina,2,#333333
Australia,Switzerland,1,#333333
Australia,Indonesia,1,#333333
Australia,Kenya,3,#333333
Australia,Trinid & Tobago,1,#333333
Australia,Denmark,1,#333333
Australia,Philippines,1,#333333
Australia,Spain,2,#333333
Australia,Chile,2,#333333
Austria,Philippines,1,#333333
Austria,Australia,2,#333333
Austria,Colombia,2,#333333
Austria,USA,1,#333333
Austria,Peru,1,#333333
Bangladesh,Philippines,3,#333333
Belgium,Kenya,3,#333333
Belgium,Scotland,1,#333333
Belgium,France,1,#333333
Belgium,Burkina Faso,1,#333333
Belgium,Ethiopia,1,#333333
Belgium,Niger,3,#333333
Belgium,South Africa,1,#333333
Belgium,England,1,#333333
Benin,Nigeria,3,#333333
Benin,Ghana,1,#333333
Benin,Kenya,1,#333333
Benin,Netherlands,1,#333333
Bolivia,Scotland,1,#333333
Bolivia,England,1,#333333
Bolivia,Brazil,2,#333333
Bolivia,USA,1,#333333
Bolivia,Panama,1,#333333
Bolivia,Germany,1,#333333
Bolivia,Peru,1,#333333
Bolivia,Ecuador,1,#333333
Bolivia,Colombia,2,#333333
Bolivia,Netherlands,1,#333333
Bolivia,Argentina,1,#333333
Brazil,Indonesia,3,#333333
Brazil,England,2,#333333
Brazil,Germany,2,#333333
Brazil,Colombia,3,#333333
Brazil,Philippines,1,#333333
Brazil,Scotland,2,#333333
Brazil,Bolivia,2,#333333
Brazil,USA,2,#333333
Brazil,Panama,1,#333333
Brazil,Peru,1,#333333
Brazil,Ecuador,1,#333333
Brazil,Netherlands,1,#333333
Brazil,Kenya,1,#333333
Brazil,France,1,#333333
Burkina Faso,Canada,1,#333333
Burkina Faso,USA,1,#333333
Burkina Faso,Philippines,1,#333333
Burkina Faso,Ethiopia,1,#333333
Burkina Faso,Niger,1,#333333
Burkina Faso,Belgium,1,#333333
Cameroon,England,3,#333333
Cameroon,Kenya,1,#333333
Cameroon,Nigeria,1,#333333
Cameroon,Scotland,1,#333333
Cameroon,Spain,1,#333333
Canada,Burkina Faso,1,#333333
Canada,USA,3,#333333
Canada,Philippines,2,#333333
Canada,Mexico,1,#333333
Canada,Kenya,4,#333333
Canada,Italy,1,#333333
Canada,Wales,1,#333333
Canada,Ireland,1,#333333
Canada,Scotland,1,#333333
Canada,Switzerland,1,#333333
Chile,USA,1,#333333
Chile,Mexico,3,#333333
Chile,Hungary,1,#333333
Chile,India,1,#333333
Chile,Australia,2,#333333
Chile,Spain,2,#333333
China,Philippines,12,#333333
China,Japan,4,#333333
China,India,1,#333333
China,USA,2,#333333
Colombia,USA,6,#333333
Colombia,England,3,#333333
Colombia,South Africa,1,#333333
Colombia,Malawi,2,#333333
Colombia,Netherlands,6,#333333
Colombia,Guadeloupe,1,#333333
Colombia,France,5,#333333
Colombia,Switzerland,4,#333333
Colombia,Kenya,1,#333333
Colombia,Australia,5,#333333
Colombia,Uganda,1,#333333
Colombia,Germany,4,#333333
Colombia,Brazil,3,#333333
Colombia,Austria,2,#333333
Colombia,Nigeria,3,#333333
Colombia,Peru,2,#333333
Colombia,Mexico,1,#333333
Colombia,Vietnam,1,#333333
Colombia,Philippines,1,#333333
Colombia,Costa Rica,1,#333333
Colombia,Scotland,1,#333333
Colombia,Bolivia,2,#333333
Colombia,Panama,1,#333333
Colombia,Ecuador,1,#333333
Costa Rica,Netherlands,1,#333333
Costa Rica,Scotland,1,#333333
Costa Rica,Kenya,1,#333333
Costa Rica,Colombia,1,#333333
Cote Ivoire,USA,1,#333333
