who,overlap,years,color
AfricaRice,Non-CGIAR,13,#333333
AfricaRice,ICRISAT,3,#333333
AfricaRice,IITA,3,#333333
AfricaRice,CIAT,1,#333333
AfricaRice,AfricaRice,1,#333333
AfricaRice,CIMMYT,1,#333333
Bioversity International,Non-CGIAR,9,#333333
Bioversity International,IFPRI,1,#333333
Bioversity International,CIAT,1,#333333
Bioversity International,CIMMYT,1,#333333
CIAT,Non-CGIAR,49,#333333
CIAT,IITA,3,#333333
CIAT,CIAT,4,#333333
CIAT,ICARDA,1,#333333
CIAT,CIFOR,1,#333333
CIAT,ILRI,2,#333333
CIAT,CIMMYT,1,#333333
CIAT,Bioversity International,1,#333333
CIAT,ICRISAT,1,#333333
CIAT,AfricaRice,1,#333333
CIAT,IFPRI,1,#333333
CIFOR,Non-CGIAR,13,#333333
CIFOR,CIFOR,2,#333333
CIFOR,CIAT,1,#333333
CIFOR,ILRI,1,#333333
CIFOR,ICRAF,1,#333333
CIMMYT,Non-CGIAR,108,#333333
CIMMYT,ICRISAT,2,#333333
CIMMYT,IRRI,3,#333333
CIMMYT,CIMMYT,11,#333333
CIMMYT,IITA,1,#333333
CIMMYT,HarvestPlus,1,#333333
CIMMYT,CIAT,1,#333333
CIMMYT,ICARDA,1,#333333
CIMMYT,Bioversity International,1,#333333
CIMMYT,AfricaRice,1,#333333
CIP,Non-CGIAR,31,#333333
CIP,IFPRI,4,#333333
CIP,CIP,8,#333333
CIP,ILRI,3,#333333
CIP,IRRI,1,#333333
CPWF,IRRI,2,#333333
CPWF,Non-CGIAR,2,#333333
HarvestPlus,Non-CGIAR,3,#333333
HarvestPlus,CIMMYT,1,#333333
ICARDA,Non-CGIAR,21,#333333
ICARDA,ICARDA,5,#333333
ICARDA,CIAT,1,#333333
ICARDA,CIMMYT,1,#333333
ICRAF,ICRAF,6,#333333
ICRAF,Non-CGIAR,21,#333333
ICRAF,IFPRI,2,#333333
ICRAF,IWMI,1,#333333
ICRAF,IITA,1,#333333
ICRAF,CIFOR,1,#333333
ICRAF,ILRI,1,#333333
ICRAF,ICRISAT,1,#333333
ICRISAT,Non-CGIAR,13,#333333
ICRISAT,CIMMYT,2,#333333
ICRISAT,ILRI,4,#333333
ICRISAT,IITA,1,#333333
ICRISAT,AfricaRice,3,#333333
ICRISAT,IRRI,4,#333333
ICRISAT,CIAT,1,#333333
ICRISAT,IFPRI,1,#333333
ICRISAT,ICRAF,1,#333333
IFPRI,Non-CGIAR,45,#333333
IFPRI,ICRAF,2,#333333
IFPRI,Bioversity International,1,#333333
IFPRI,IFPRI,19,#333333
IFPRI,CIP,4,#333333
IFPRI,ICRISAT,1,#333333
IFPRI,ILRI,2,#333333
IFPRI,CIAT,1,#333333
IITA,Non-CGIAR,39,#333333
IITA,CIAT,3,#333333
IITA,IITA,2,#333333
IITA,ICRISAT,1,#333333
IITA,CIMMYT,1,#333333
IITA,ILRI,2,#333333
IITA,AfricaRice,3,#333333
IITA,ICRAF,1,#333333
ILRI,Non-CGIAR,57,#333333
ILRI,ICRISAT,4,#333333
ILRI,ILRI,4,#333333
ILRI,CIAT,2,#333333
ILRI,CIFOR,1,#333333
ILRI,IITA,2,#333333
ILRI,CIP,3,#333333
ILRI,ICRAF,1,#333333
ILRI,IFPRI,2,#333333
IRRI,Non-CGIAR,84,#333333
IRRI,IRRI,5,#333333
IRRI,CPWF,2,#333333
IRRI,CIMMYT,3,#333333
IRRI,IWMI,1,#333333
IRRI,ICRISAT,4,#333333
IRRI,CIP,1,#333333
IWMI,Non-CGIAR,57,#333333
IWMI,IWMI,10,#333333
IWMI,ICRAF,1,#333333
IWMI,IRRI,1,#333333
Non-CGIAR,CIFOR,13,#333333
Non-CGIAR,ICARDA,21,#333333
Non-CGIAR,IITA,39,#333333
Non-CGIAR,CIAT,49,#333333
Non-CGIAR,IRRI,84,#333333
Non-CGIAR,IWMI,57,#333333
Non-CGIAR,IFPRI,45,#333333
Non-CGIAR,CIMMYT,108,#333333
Non-CGIAR,ICRAF,21,#333333
Non-CGIAR,ILRI,57,#333333
Non-CGIAR,AfricaRice,13,#333333
Non-CGIAR,ICRISAT,13,#333333
Non-CGIAR,CIP,31,#333333
Non-CGIAR,HarvestPlus,3,#333333
Non-CGIAR,Bioversity International,9,#333333
Non-CGIAR,WorldFish,18,#333333
Non-CGIAR,CPWF,2,#333333
WorldFish,Non-CGIAR,18,#333333
WorldFish,WorldFish,1,#333333
