who,overlap,years,color
Afghanistan,Turkey,1,#333333
Afghanistan,Syria,1,#333333
Argentina,Italy,1,#333333
Australia,Philippines,12,#333333
Australia,Bangladesh,4,#333333
Australia,Mexico,12,#333333
Australia,France,1,#333333
Australia,Canada,6,#333333
Australia,China,7,#333333
Australia,Kenya,8,#333333
Australia,Ireland,2,#333333
Australia,USA,7,#333333
Australia,Colombia,1,#333333
Australia,Syria,3,#333333
Australia,Indonesia,5,#333333
Australia,India,5,#333333
Australia,Japan,4,#333333
Australia,Iran,1,#333333
Australia,Thailand,2,#333333
Australia,Malaysia,1,#333333
Australia,England,3,#333333
Australia,Ethiopia,3,#333333
Australia,Vietnam,1,#333333
Australia,Germany,4,#333333
Australia,Spain,1,#333333
Australia,Russia,1,#333333
Australia,Finland,1,#333333
Australia,Netherlands,1,#333333
Australia,Cuba,1,#333333
Australia,Switzerland,3,#333333
Australia,Scotland,1,#333333
Australia,Sri Lanka,1,#333333
Australia,Botswana,1,#333333
Australia,South Africa,1,#333333
Australia,Zimbabwe,1,#333333
Australia,Kazakhstan,1,#333333
Australia,Austria,1,#333333
Australia,Uganda,1,#333333
Australia,Tanzania,1,#333333
Australia,Turkey,2,#333333
Austria,Uganda,1,#333333
Austria,Australia,1,#333333
Austria,Ethiopia,1,#333333
Austria,Kenya,1,#333333
Austria,Tanzania,1,#333333
Bangladesh,Australia,4,#333333
Bangladesh,Philippines,5,#333333
Bangladesh,India,3,#333333
Bangladesh,Japan,2,#333333
Bangladesh,Malaysia,2,#333333
Bangladesh,USA,3,#333333
Bangladesh,Canada,2,#333333
Bangladesh,Thailand,2,#333333
Bangladesh,Vietnam,1,#333333
Bangladesh,Indonesia,2,#333333
Bangladesh,Sri Lanka,1,#333333
Bangladesh,Denmark,1,#333333
Bangladesh,Syria,1,#333333
Bangladesh,Scotland,1,#333333
Belgium,Luxembourg,1,#333333
Belgium,Peru,2,#333333
Belgium,Mexico,6,#333333
Belgium,Kenya,7,#333333
Belgium,USA,3,#333333
Belgium,France,3,#333333
Belgium,England,2,#333333
Belgium,Canada,1,#333333
Belgium,Scotland,2,#333333
Belgium,Germany,2,#333333
Belgium,Gambia,1,#333333
Belgium,Burkina Faso,1,#333333
Belgium,Nigeria,1,#333333
Belgium,Nepal,2,#333333
Belgium,Taiwan,1,#333333
Belgium,Colombia,2,#333333
Belgium,Brazil,1,#333333
Belgium,Uganda,1,#333333
Belgium,Malawi,1,#333333
Belgium,Cameroon,2,#333333
Belgium,Bolivia,1,#333333
Belgium,Niger,1,#333333
Belgium,Japan,1,#333333
Belgium,Spain,1,#333333
Belgium,Switzerland,1,#333333
Belgium,Gabon,1,#333333
Belgium,Congo,1,#333333
Belgium,Cent Afr Republ,1,#333333
Benin,France,3,#333333
Benin,Kenya,2,#333333
Benin,Nigeria,6,#333333
Benin,South Africa,6,#333333
Benin,Canada,1,#333333
Benin,Switzerland,2,#333333
Benin,England,1,#333333
Benin,Netherlands,2,#333333
Benin,Germany,2,#333333
Benin,India,2,#333333
Benin,Togo,1,#333333
Benin,Peru,1,#333333
Benin,Italy,2,#333333
Benin,Japan,1,#333333
Benin,USA,1,#333333
Benin,Laos,1,#333333
Bhutan,Switzerland,1,#333333
Bhutan,Laos,1,#333333
Bolivia,England,1,#333333
Bolivia,Scotland,1,#333333
Bolivia,France,1,#333333
Bolivia,Brazil,1,#333333
Bolivia,USA,1,#333333
Bolivia,Panama,1,#333333
Bolivia,Peru,1,#333333
Bolivia,Ecuador,1,#333333
Bolivia,Venezuela,1,#333333
Bolivia,Italy,1,#333333
Bolivia,Belgium,1,#333333
Bolivia,Colombia,1,#333333
Botswana,Germany,1,#333333
