who,overlap,years,color
Afghanistan,India,1,#333333
Afghanistan,Syria,1,#333333
Afghanistan,Egypt,2,#333333
Algeria,Syria,1,#333333
Argentina,Germany,1,#333333
Argentina,Australia,1,#333333
Argentina,USA,2,#333333
Argentina,Canada,1,#333333
Argentina,Uganda,1,#333333
Argentina,Indonesia,1,#333333
Argentina,Italy,1,#333333
Argentina,Peru,1,#333333
Argentina,Poland,1,#333333
Argentina,Brazil,1,#333333
Argentina,Chile,1,#333333
Argentina,Mexico,1,#333333
Australia,China,6,#333333
Australia,Philippines,11,#333333
Australia,Syria,8,#333333
Australia,Ethiopia,2,#333333
Australia,Mexico,10,#333333
Australia,India,9,#333333
Australia,Indonesia,13,#333333
Australia,Malaysia,4,#333333
Australia,England,9,#333333
Australia,Switzerland,6,#333333
Australia,Uganda,6,#333333
Australia,Denmark,5,#333333
Australia,Laos,5,#333333
Australia,Kenya,12,#333333
Australia,USA,15,#333333
Australia,France,4,#333333
Australia,Colombia,6,#333333
Australia,South Africa,3,#333333
Australia,Germany,3,#333333
Australia,Argentina,1,#333333
Australia,Canada,6,#333333
Australia,Cameroon,4,#333333
Australia,Iran,1,#333333
Australia,Egypt,1,#333333
Australia,Sudan,4,#333333
Australia,Nepal,3,#333333
Australia,Spain,1,#333333
Australia,Mauritania,1,#333333
Australia,Scotland,2,#333333
Australia,Pakistan,1,#333333
Australia,Peru,3,#333333
Australia,Brazil,2,#333333
Australia,Norway,1,#333333
Australia,Vietnam,5,#333333
Australia,Bolivia,1,#333333
Australia,Turkey,1,#333333
Australia,Russia,1,#333333
Australia,Kazakhstan,1,#333333
Australia,Hungary,1,#333333
Australia,Netherlands,5,#333333
Australia,Chile,1,#333333
Australia,Japan,2,#333333
Australia,South Korea,1,#333333
Australia,New Zealand,1,#333333
Australia,Austria,2,#333333
Australia,Tunisia,2,#333333
Australia,Wales,1,#333333
Australia,Jordan,1,#333333
Australia,Sri Lanka,3,#333333
Australia,Italy,1,#333333
Australia,Benin,1,#333333
Australia,Sweden,1,#333333
Australia,Uzbekistan,1,#333333
Australia,Belgium,1,#333333
Australia,Thailand,3,#333333
Austria,Ethiopia,2,#333333
Austria,Laos,1,#333333
Austria,Kenya,8,#333333
Austria,USA,7,#333333
Austria,Burkina Faso,1,#333333
Austria,England,2,#333333
Austria,New Zealand,1,#333333
Austria,Brazil,2,#333333
Austria,France,2,#333333
Austria,Sweden,1,#333333
Austria,Netherlands,1,#333333
Austria,China,1,#333333
Austria,Germany,2,#333333
Austria,Benin,1,#333333
Austria,New Caledonia,1,#333333
Austria,Guatemala,1,#333333
Austria,South Africa,2,#333333
Austria,Australia,2,#333333
Austria,Russia,1,#333333
Austria,Sri Lanka,1,#333333
Austria,Belgium,1,#333333
Austria,Mali,1,#333333
Austria,Switzerland,1,#333333
Austria,India,1,#333333
Austria,Pakistan,1,#333333
Azerbaijan,Uzbekistan,1,#333333
Azerbaijan,Syria,1,#333333
Azerbaijan,Iran,1,#333333
Azerbaijan,Turkey,1,#333333
Azerbaijan,Tajikistan,1,#333333
Azerbaijan,Kazakhstan,1,#333333
