who,overlap,years,color
Algeria,Syria,1,#333333
Algeria,Iran,1,#333333
Algeria,Jordan,1,#333333
Argentina,Peru,2,#333333
Argentina,Turkey,1,#333333
Argentina,Austria,1,#333333
Argentina,Syria,1,#333333
Argentina,USA,2,#333333
Argentina,Kenya,1,#333333
Argentina,China,1,#333333
Argentina,New Zealand,1,#333333
Argentina,England,1,#333333
Argentina,Australia,1,#333333
Australia,USA,12,#333333
Australia,Sudan,1,#333333
Australia,India,5,#333333
Australia,Netherlands,5,#333333
Australia,Malawi,2,#333333
Australia,Zimbabwe,3,#333333
Australia,Iran,3,#333333
Australia,Mexico,8,#333333
Australia,Brazil,2,#333333
Australia,Germany,2,#333333
Australia,England,9,#333333
Australia,Philippines,14,#333333
Australia,Sweden,1,#333333
Australia,Malaysia,2,#333333
Australia,Ghana,4,#333333
Australia,Denmark,7,#333333
Australia,South Africa,1,#333333
Australia,Sri Lanka,3,#333333
Australia,Syria,2,#333333
Australia,Italy,1,#333333
Australia,Switzerland,2,#333333
Australia,China,3,#333333
Australia,Indonesia,2,#333333
Australia,Peru,2,#333333
Australia,Mali,1,#333333
Australia,Nepal,2,#333333
Australia,Laos,2,#333333
Australia,Kenya,5,#333333
Australia,Turkey,2,#333333
Australia,Russia,1,#333333
Australia,Kazakhstan,1,#333333
Australia,Czech Republic,2,#333333
Australia,France,4,#333333
Australia,Zambia,1,#333333
Australia,Ethiopia,3,#333333
Australia,Cameroon,3,#333333
Australia,South Korea,2,#333333
Australia,Scotland,1,#333333
Australia,Vietnam,1,#333333
Australia,Colombia,1,#333333
Australia,Cambodia,1,#333333
Australia,Pakistan,2,#333333
Australia,Burkina Faso,1,#333333
Australia,Senegal,1,#333333
Australia,Japan,1,#333333
Australia,Thailand,1,#333333
Australia,Argentina,1,#333333
Australia,New Zealand,1,#333333
Austria,Brazil,1,#333333
Austria,Benin,1,#333333
Austria,Ethiopia,2,#333333
Austria,Belgium,1,#333333
Austria,Mexico,2,#333333
Austria,USA,3,#333333
Austria,China,1,#333333
Austria,Switzerland,1,#333333
Austria,Kenya,3,#333333
Austria,Canada,2,#333333
Austria,Syria,2,#333333
Austria,India,2,#333333
Austria,Yemen,1,#333333
Austria,France,2,#333333
Austria,Argentina,1,#333333
Austria,Sri Lanka,1,#333333
Bangladesh,Sweden,2,#333333
Bangladesh,Malaysia,3,#333333
Bangladesh,Scotland,3,#333333
Bangladesh,India,2,#333333
Bangladesh,Kenya,1,#333333
Bangladesh,Tanzania,1,#333333
Bangladesh,Zaire,1,#333333
Bangladesh,Colombia,1,#333333
Bangladesh,Mexico,1,#333333
Bangladesh,USA,5,#333333
Bangladesh,England,1,#333333
Bangladesh,Philippines,2,#333333
Bangladesh,Nepal,1,#333333
Bangladesh,Wales,1,#333333
Belgium,Mexico,3,#333333
Belgium,India,3,#333333
Belgium,Indonesia,2,#333333
Belgium,Kenya,5,#333333
Belgium,South Africa,1,#333333
Belgium,Japan,1,#333333
Belgium,Tanzania,1,#333333
Belgium,France,4,#333333
Belgium,Benin,2,#333333
Belgium,USA,4,#333333
Belgium,England,2,#333333
Belgium,Nigeria,1,#333333
Belgium,Laos,1,#333333
Belgium,Senegal,2,#333333
Belgium,Netherlands,2,#333333
Belgium,Austria,1,#333333
Belgium,Ethiopia,2,#333333
Belgium,Philippines,2,#333333
Belgium,Ghana,1,#333333
Belgium,Sri Lanka,1,#333333
Belgium,Switzerland,1,#333333
Belgium,Cameroon,1,#333333
Belgium,Peru,1,#333333
Belgium,Bolivia,1,#333333
Benin,England,4,#333333
Benin,Ghana,4,#333333
Benin,Japan,6,#333333
Benin,Laos,1,#333333
Benin,Belgium,2,#333333
Benin,South Africa,1,#333333
Benin,Kenya,3,#333333
Benin,Tanzania,1,#333333
Benin,France,6,#333333
Benin,USA,3,#333333
Benin,Brazil,1,#333333
Benin,Austria,1,#333333
Benin,Nigeria,3,#333333
Benin,Uganda,1,#333333
Benin,Netherlands,6,#333333
Benin,Malawi,1,#333333
Benin,Cote Ivoire,2,#333333
Benin,Sri Lanka,2,#333333
Benin,Senegal,1,#333333
Benin,Burkina Faso,1,#333333
Benin,Mali,1,#333333
Benin,Ethiopia,1,#333333
Benin,Canada,1,#333333
Benin,Syria,1,#333333
Benin,Mauritania,1,#333333
Benin,Germany,1,#333333
Benin,Cameroon,1,#333333
Bhutan,Japan,1,#333333
Bhutan,Kenya,1,#333333
Bolivia,Colombia,1,#333333
Bolivia,Peru,2,#333333
Bolivia,Uganda,1,#333333
Bolivia,Philippines,1,#333333
Bolivia,Belgium,1,#333333
Bolivia,USA,1,#333333
Brazil,USA,5,#333333
Brazil,Mexico,1,#333333
Brazil,Germany,2,#333333
Brazil,England,3,#333333
Brazil,Australia,2,#333333
Brazil,Philippines,3,#333333
Brazil,Sweden,1,#333333
Brazil,Sri Lanka,1,#333333
Brazil,Denmark,1,#333333
Brazil,India,1,#333333
Brazil,Benin,1,#333333
Brazil,Austria,1,#333333
Brazil,Indonesia,4,#333333
Brazil,Japan,2,#333333
Brazil,Costa Rica,1,#333333
Brazil,Peru,2,#333333
Brazil,Thailand,1,#333333
Brazil,China,1,#333333
Brazil,Pakistan,1,#333333
Brazil,Iran,1,#333333
Burkina Faso,Germany,1,#333333
Burkina Faso,Mali,1,#333333
Burkina Faso,Kenya,1,#333333
Burkina Faso,Sweden,1,#333333
Burkina Faso,France,2,#333333
Burkina Faso,Australia,1,#333333
Burkina Faso,Senegal,1,#333333
Burkina Faso,Ghana,1,#333333
Burkina Faso,Cameroon,1,#333333
Burkina Faso,Benin,1,#333333
Burkina Faso,Cote Ivoire,1,#333333
Burundi,Japan,1,#333333
Burundi,Philippines,1,#333333
Burundi,Indonesia,1,#333333
Burundi,Vietnam,1,#333333
Cambodia,Australia,1,#333333
Cambodia,Denmark,1,#333333
Cambodia,Laos,1,#333333
Cameroon,England,2,#333333
Cameroon,Indonesia,3,#333333
Cameroon,Ghana,2,#333333
Cameroon,Germany,2,#333333
Cameroon,Australia,3,#333333
Cameroon,Switzerland,1,#333333
Cameroon,France,5,#333333
Cameroon,Zambia,1,#333333
Cameroon,Ethiopia,1,#333333
Cameroon,Denmark,1,#333333
Cameroon,Nigeria,1,#333333
Cameroon,Mozambique,1,#333333
Cameroon,Kenya,1,#333333
Cameroon,Finland,1,#333333
Cameroon,Netherlands,1,#333333
Cameroon,Belgium,1,#333333
Cameroon,Canada,1,#333333
Cameroon,Egypt,1,#333333
Cameroon,Burkina Faso,1,#333333
Cameroon,Senegal,1,#333333
Cameroon,Benin,1,#333333
Canada,Indonesia,2,#333333
Canada,Netherlands,1,#333333
Canada,Kenya,3,#333333
Canada,Spain,1,#333333
Canada,Malaysia,2,#333333
Canada,England,3,#333333
Canada,Germany,1,#333333
Canada,China,1,#333333
Canada,Austria,2,#333333
Canada,USA,2,#333333
Canada,Switzerland,1,#333333
Canada,France,2,#333333
Canada,Colombia,2,#333333
Canada,Sri Lanka,1,#333333
Canada,South Africa,1,#333333
Canada,Cameroon,1,#333333
Canada,Benin,1,#333333
Canada,Syria,2,#333333
Canada,Mauritania,1,#333333
Canada,U Arab Emirates,1,#333333
Chile,Colombia,2,#333333
Chile,England,1,#333333
Chile,USA,1,#333333
China,Philippines,19,#333333
China,Mexico,16,#333333
China,Germany,2,#333333
China,Japan,3,#333333
China,USA,17,#333333
China,Finland,1,#333333
China,Iran,2,#333333
China,Sweden,1,#333333
China,India,5,#333333
China,Kenya,4,#333333
China,Syria,2,#333333
China,South Korea,3,#333333
China,Netherlands,1,#333333
China,Australia,3,#333333
China,Austria,1,#333333
China,Switzerland,1,#333333
China,Canada,1,#333333
China,England,2,#333333
China,Indonesia,1,#333333
China,Sri Lanka,1,#333333
China,Nigeria,1,#333333
China,Thailand,1,#333333
China,Brazil,1,#333333
China,Pakistan,1,#333333
China,Peru,1,#333333
China,Argentina,1,#333333
China,New Zealand,1,#333333
Colombia,Mexico,4,#333333
Colombia,India,1,#333333
Colombia,Kenya,2,#333333
Colombia,Tanzania,1,#333333
Colombia,Zaire,1,#333333
Colombia,Bangladesh,1,#333333
Colombia,Germany,6,#333333
Colombia,USA,6,#333333
Colombia,France,6,#333333
Colombia,Bolivia,1,#333333
Colombia,Honduras,4,#333333
Colombia,Switzerland,4,#333333
