who,overlap,years,color
Algeria,Spain,2,#333333
Algeria,Netherlands,2,#333333
Algeria,Syria,2,#333333
Algeria,Scotland,2,#333333
Algeria,Italy,2,#333333
Algeria,Turkey,2,#333333
Algeria,Jordan,2,#333333
Algeria,Morocco,2,#333333
Argentina,Indonesia,1,#333333
Argentina,USA,2,#333333
Argentina,Peru,1,#333333
Australia,USA,9,#333333
Australia,Philippines,10,#333333
Australia,England,4,#333333
Australia,Brazil,1,#333333
Australia,Madagascar,1,#333333
Australia,Switzerland,3,#333333
Australia,China,6,#333333
Australia,Germany,5,#333333
Australia,Myanmar,1,#333333
Australia,Indonesia,2,#333333
Australia,France,3,#333333
Australia,Japan,2,#333333
Australia,Scotland,3,#333333
Australia,Spain,1,#333333
Australia,Pakistan,1,#333333
Australia,India,3,#333333
Australia,Austria,1,#333333
Australia,Uganda,1,#333333
Australia,Kenya,7,#333333
Australia,Mexico,7,#333333
Australia,Netherlands,5,#333333
Australia,Benin,1,#333333
Australia,Malaysia,2,#333333
Australia,Thailand,1,#333333
Australia,Syria,2,#333333
Australia,New Zealand,2,#333333
Australia,Vietnam,2,#333333
Australia,Ethiopia,1,#333333
Australia,Zimbabwe,2,#333333
Australia,Chile,1,#333333
Australia,Sweden,1,#333333
Australia,Denmark,1,#333333
Australia,Sri Lanka,1,#333333
Australia,Zambia,1,#333333
Australia,Canada,1,#333333
Australia,Italy,1,#333333
Australia,Cameroon,1,#333333
Australia,Ghana,1,#333333
Austria,Uganda,4,#333333
Austria,Australia,1,#333333
Austria,Kenya,6,#333333
Austria,Syria,1,#333333
Austria,Germany,2,#333333
Austria,China,1,#333333
Austria,Mexico,2,#333333
Austria,USA,2,#333333
Austria,Turkey,1,#333333
Austria,Burkina Faso,1,#333333
Austria,Indonesia,1,#333333
Austria,Switzerland,1,#333333
Austria,Netherlands,1,#333333
Bangladesh,Egypt,1,#333333
Bangladesh,Malaysia,1,#333333
Bangladesh,England,1,#333333
Bangladesh,Scotland,1,#333333
Bangladesh,USA,1,#333333
Bangladesh,Philippines,1,#333333
Belgium,Sri Lanka,3,#333333
Belgium,Kenya,4,#333333
Belgium,Peru,2,#333333
Belgium,Colombia,2,#333333
Belgium,Cameroon,1,#333333
Belgium,Nigeria,1,#333333
Belgium,Mexico,4,#333333
Belgium,Senegal,4,#333333
Belgium,France,1,#333333
Belgium,USA,2,#333333
Belgium,Japan,1,#333333
Belgium,Czech Republic,1,#333333
Belgium,Hungary,1,#333333
Belgium,Ethiopia,2,#333333
Belgium,Italy,1,#333333
Belgium,Benin,1,#333333
Belgium,Costa Rica,1,#333333
Benin,Germany,2,#333333
Benin,France,2,#333333
Benin,Madagascar,1,#333333
Benin,Tanzania,1,#333333
Benin,Burkina Faso,2,#333333
Benin,Niger,1,#333333
Benin,Cameroon,2,#333333
Benin,Australia,1,#333333
Benin,Netherlands,1,#333333
Benin,Kenya,2,#333333
Benin,Nigeria,3,#333333
Benin,USA,3,#333333
Benin,Japan,1,#333333
Benin,Philippines,1,#333333
