who,overlap,years,color
AfricaRice,Non-CGIAR,15,#333333
AfricaRice,CIAT,1,#333333
AfricaRice,AfricaRice,3,#333333
AfricaRice,IITA,1,#333333
AfricaRice,IRRI,1,#333333
AfricaRice,CIMMYT,1,#333333
Bioversity International,Non-CGIAR,4,#333333
Bioversity International,ICARDA,2,#333333
Bioversity International,IITA,1,#333333
Bioversity International,CCAFS,1,#333333
CCAFS,CIAT,3,#333333
CCAFS,Non-CGIAR,6,#333333
CCAFS,ICRISAT,1,#333333
CCAFS,ILRI,1,#333333
CCAFS,IFPRI,1,#333333
CCAFS,ICRAF,1,#333333
CCAFS,IWMI,1,#333333
CCAFS,Bioversity International,1,#333333
CIAT,CCAFS,3,#333333
CIAT,Non-CGIAR,70,#333333
CIAT,IITA,2,#333333
CIAT,CIMMYT,5,#333333
CIAT,ICRISAT,4,#333333
CIAT,AfricaRice,1,#333333
CIAT,ILRI,1,#333333
CIAT,IFPRI,4,#333333
CIAT,ICRAF,2,#333333
CIAT,IWMI,2,#333333
CIAT,CIP,1,#333333
CIAT,CIAT,1,#333333
CIFOR,CIFOR,11,#333333
CIFOR,Non-CGIAR,36,#333333
CIFOR,CIMMYT,1,#333333
CIFOR,IWMI,2,#333333
CIFOR,ILRI,1,#333333
CIMMYT,Non-CGIAR,126,#333333
CIMMYT,CIAT,5,#333333
CIMMYT,IITA,3,#333333
CIMMYT,IRRI,1,#333333
CIMMYT,ICARDA,6,#333333
CIMMYT,CIMMYT,13,#333333
CIMMYT,ICRISAT,9,#333333
CIMMYT,ICRAF,1,#333333
CIMMYT,CIFOR,1,#333333
CIMMYT,IWMI,1,#333333
CIMMYT,ILRI,1,#333333
CIMMYT,IFPRI,1,#333333
CIMMYT,AfricaRice,1,#333333
CIP,CIP,5,#333333
CIP,Non-CGIAR,23,#333333
CIP,IITA,1,#333333
CIP,CIAT,1,#333333
CIP,ILRI,1,#333333
CPWF,Non-CGIAR,2,#333333
CPWF,IWMI,1,#333333
HarvestPlus,Non-CGIAR,4,#333333
ICARDA,Non-CGIAR,43,#333333
ICARDA,IRRI,1,#333333
ICARDA,CIMMYT,6,#333333
ICARDA,Bioversity International,2,#333333
ICARDA,ICARDA,6,#333333
ICARDA,ILRI,1,#333333
ICRAF,Non-CGIAR,32,#333333
ICRAF,CCAFS,1,#333333
ICRAF,ICRISAT,1,#333333
ICRAF,ILRI,3,#333333
ICRAF,IFPRI,1,#333333
ICRAF,CIAT,2,#333333
ICRAF,IWMI,2,#333333
ICRAF,ICRAF,6,#333333
ICRAF,CIMMYT,1,#333333
ICRISAT,Non-CGIAR,26,#333333
ICRISAT,ILRI,3,#333333
ICRISAT,IITA,1,#333333
ICRISAT,CIAT,4,#333333
ICRISAT,IWMI,3,#333333
ICRISAT,IRRI,4,#333333
ICRISAT,CIMMYT,9,#333333
ICRISAT,CCAFS,1,#333333
ICRISAT,IFPRI,1,#333333
ICRISAT,ICRAF,1,#333333
ICRISAT,ICRISAT,1,#333333
IFPRI,Non-CGIAR,86,#333333
IFPRI,IFPRI,25,#333333
IFPRI,CCAFS,1,#333333
IFPRI,ICRISAT,1,#333333
IFPRI,ILRI,2,#333333
IFPRI,ICRAF,1,#333333
IFPRI,CIAT,4,#333333
IFPRI,IWMI,1,#333333
IFPRI,IITA,2,#333333
IFPRI,CIMMYT,1,#333333
IITA,CIAT,2,#333333
IITA,Non-CGIAR,33,#333333
IITA,CIMMYT,3,#333333
IITA,ICRISAT,1,#333333
IITA,AfricaRice,1,#333333
IITA,Bioversity International,1,#333333
IITA,CIP,1,#333333
IITA,IITA,1,#333333
