who,overlap,years,color
Algeria,Pakistan,1,#333333
Algeria,Mexico,1,#333333
Algeria,Tunisia,1,#333333
Algeria,Peru,1,#333333
Algeria,Germany,1,#333333
Australia,Germany,2,#333333
Australia,Syria,2,#333333
Australia,Philippines,12,#333333
Australia,China,7,#333333
Australia,Thailand,2,#333333
Australia,Mexico,18,#333333
Australia,France,2,#333333
Australia,Brazil,1,#333333
Australia,USA,5,#333333
Australia,Bangladesh,1,#333333
Australia,Spain,1,#333333
Australia,Chile,1,#333333
Australia,Peru,1,#333333
Australia,Kenya,3,#333333
Australia,Malaysia,2,#333333
Australia,Fr Polynesia,1,#333333
Australia,Canada,3,#333333
Australia,Cambodia,1,#333333
Australia,Italy,1,#333333
Australia,Sri Lanka,3,#333333
Australia,Netherlands,2,#333333
Australia,Switzerland,1,#333333
Australia,England,1,#333333
Australia,Sweden,2,#333333
Australia,Wales,1,#333333
Australia,Japan,1,#333333
Australia,India,1,#333333
Australia,Nigeria,1,#333333
Australia,Zimbabwe,1,#333333
Australia,Indonesia,1,#333333
Australia,Sudan,1,#333333
Austria,USA,1,#333333
Austria,Germany,1,#333333
Austria,Italy,1,#333333
Austria,Indonesia,1,#333333
Austria,Spain,1,#333333
Austria,Benin,1,#333333
Austria,France,1,#333333
Austria,Mexico,1,#333333
Bangladesh,Philippines,2,#333333
Bangladesh,Australia,1,#333333
Bangladesh,Spain,1,#333333
Bangladesh,India,3,#333333
Bangladesh,USA,1,#333333
Bangladesh,England,1,#333333
Bangladesh,Nepal,2,#333333
Bangladesh,Mexico,2,#333333
Bangladesh,Denmark,1,#333333
Bangladesh,Syria,1,#333333
Bangladesh,Zimbabwe,1,#333333
Belgium,Philippines,2,#333333
Belgium,Germany,1,#333333
Belgium,China,1,#333333
Belgium,Mexico,5,#333333
Belgium,Kenya,3,#333333
Belgium,Sri Lanka,1,#333333
Belgium,Nepal,1,#333333
Belgium,Nigeria,2,#333333
Belgium,Tanzania,1,#333333
Belgium,Uganda,2,#333333
Belgium,Japan,1,#333333
Belgium,India,1,#333333
Belgium,Madagascar,1,#333333
Benin,Japan,3,#333333
Benin,Thailand,1,#333333
Benin,Germany,4,#333333
Benin,Norway,1,#333333
Benin,France,5,#333333
Benin,Brazil,1,#333333
Benin,Malawi,1,#333333
Benin,Mozambique,1,#333333
Benin,India,2,#333333
Benin,Denmark,1,#333333
Benin,Netherlands,1,#333333
Benin,Austria,1,#333333
Benin,Mexico,2,#333333
Benin,Laos,1,#333333
Benin,USA,3,#333333
Benin,Kenya,1,#333333
Benin,Colombia,1,#333333
Benin,Ghana,1,#333333
Benin,Peru,1,#333333
Benin,Madagascar,1,#333333
Benin,Tanzania,1,#333333
Benin,Burkina Faso,1,#333333
Benin,Nigeria,3,#333333
Benin,England,1,#333333
Bolivia,USA,1,#333333
Bolivia,Cuba,1,#333333
Bolivia,England,1,#333333
Brazil,USA,4,#333333
Brazil,France,3,#333333
Brazil,Australia,1,#333333
Brazil,Philippines,1,#333333
Brazil,Colombia,3,#333333
Brazil,Benin,1,#333333
Brazil,Malawi,1,#333333
Brazil,Mozambique,1,#333333
Brazil,Uganda,1,#333333
Brazil,Kenya,1,#333333
Brazil,Germany,1,#333333
Burkina Faso,Sweden,1,#333333
Burkina Faso,USA,1,#333333
Burkina Faso,Kenya,2,#333333
Burkina Faso,Germany,1,#333333
Burkina Faso,Ghana,1,#333333
Burkina Faso,France,1,#333333
Burkina Faso,Madagascar,1,#333333
Burkina Faso,Tanzania,1,#333333
Burkina Faso,Benin,1,#333333
Cambodia,Australia,1,#333333
Cambodia,Philippines,1,#333333
Cameroon,Nigeria,1,#333333
Canada,USA,7,#333333
Canada,Philippines,2,#333333
Canada,England,4,#333333
Canada,New Zealand,1,#333333
Canada,Australia,3,#333333
Canada,Peru,3,#333333
